what_is_your_age?,what_is_your_gender?,what_is_your_current_year_of_study?,what_is_your_major_or_field_of_study?,what_is_your_current_gpa_or_average_grade?,how_many_hours_do_you_study_per_week?,how_many_assignments_or_deadlines_do_you_have_each_week?,how_much_academic_pressure_do_you_feel?,how_would_you_rate_your_level_of_social_support?,what_is_your_current_living_situation?,do_you_have_a_part_time_job?,do_you_participate_in_extracurricular_activities?,how_would_you_rate_your_sleep_quality?,how_many_hours_of_sleep_do_you_get_per_night?,how_would_you_rate_the_quality_of_your_diet?,how_many_hours_do_you_spend_on_screens_phone_computer_tv_per_day?,how_would_you_rate_your_anxiety_levels?,how_would_you_rate_your_depression_symptoms?,what_coping_mechanisms_do_you_use?,how_would_you_rate_your_current_stress_level?
1.4976686466266511,0,-0.6977060792037325,1,-0.10426044651572393,0.8975206875157411,0.2985979568947987,-0.03138006587647488,-0.7649094327598088,1,1,0,-0.006884447048703619,-0.6927526611771856,-0.6737215368532151,-0.42196139991773995,-0.7747244322374264,1.3522590152395553,6,0.6659261969736491
-1.5096981136678285,1,0.6811596899736044,1,0.8958818374621087,1.589518133557176,-0.6306487969271884,-0.03138006587647488,-0.04329676034489487,2,1,0,-1.3837738567894569,0.009836244682029172,0.7298649982576497,0.16247267199048715,-0.06266153496038013,-0.8102020965507785,6,-1.9558304840249694
-0.22082664497019439,1,0.6811596899736044,0,0.34317162789541245,-0.9189726083430253,-1.2501466328085133,-1.4577466966253316,-1.4865221051747228,2,1,1,1.3700049626920496,1.4150140564004587,-0.6737215368532151,0.7469067438987143,0.6494013623166661,1.3522590152395553,5,0.6659261969736491
-0.6504504678694057,1,-0.6977060792037325,7,-0.5692388767861194,-1.0054722890982046,1.5375936286574483,-0.7445633812509033,-1.4865221051747228,2,0,0,0.681560257821673,0.712425150541244,1.431658265813082,-1.0063954718259671,-0.06266153496038013,0.6314386446427773,3,0.6659261969736491
1.4976686466266511,1,1.370592574562273,0,0.6590060333620961,0.8110210067605618,-0.9403977148678508,-0.03138006587647488,0.6783159120700191,2,1,1,-1.3837738567894569,0.009836244682029172,1.431658265813082,1.3313408158069415,1.3614642595937123,0.6314386446427773,6,-0.6449521435256601
-0.22082664497019439,0,0.6811596899736044,0,-0.8850732822528038,-0.2269751623015905,0.9180957927761234,-1.4577466966253316,1.399928584484933,2,0,0,1.3700049626920496,-0.6927526611771856,0.028071730702217322,-0.1297443639636264,0.6494013623166661,-1.5310224671475563,4,-1.9558304840249694
1.0680448237274398,0,-0.6977060792037325,5,0.8958818374621087,-0.31347484305676987,-0.9403977148678508,0.6818032494979535,-1.4865221051747228,1,1,1,-1.3837738567894569,1.4150140564004587,0.7298649982576497,-0.7141784358718536,1.3614642595937123,1.3522590152395553,0,-0.6449521435256601
-0.6504504678694057,0,-0.008273194615064029,5,-0.03407502307868296,0.37852260298466495,0.9180957927761234,0.6818032494979535,1.399928584484933,2,1,0,-0.006884447048703619,1.4150140564004587,-1.3755148044086474,1.039123779852828,-0.7747244322374264,1.3522590152395553,0,-0.6449521435256601
0.20879717792901703,1,-1.387138963792401,10,1.1590771753510127,0.8975206875157411,-1.5598955507491756,-1.4577466966253316,-0.7649094327598088,2,0,0,1.3700049626920496,0.712425150541244,0.7298649982576497,1.3313408158069415,-1.4867873295144727,-1.5310224671475563,6,-0.6449521435256601
-1.5096981136678285,1,0.6811596899736044,5,-0.09548726858609323,0.032523879963947545,-1.2501466328085133,-0.7445633812509033,-0.7649094327598088,0,1,0,-0.6953291519190802,-0.6927526611771856,1.431658265813082,-1.0063954718259671,-0.7747244322374264,-0.8102020965507785,5,0.6659261969736491
